Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCV42,OUT027,3686.87
NCS41,OUT046,3173.6
FDN56,OUT018,2152.6
DRK59,OUT046,2591.36
NCG18,OUT046,1659.64
NCN26,OUT017,1878.02
FDI60,OUT027,1366.62
NCI43,OUT049,821.464
NCL17,OUT049,2032.82
FDQ19,OUT019,496.909
FDY43,OUT049,3363.62
FDR36,OUT049,730.782
FDJ58,OUT049,3259.09
DRY23,OUT045,712.14
FDK26,OUT027,3866.1
DRH03,OUT045,1270.08
FDC10,OUT010,322.813
FDD23,OUT013,2805.88
FDP32,OUT045,1575.48
FDO31,OUT035,1629.48
FDQ57,OUT013,3012.08
FDX32,OUT027,5145.17
FDC39,OUT027,5683.07
FDU55,OUT046,5050.89
FDL45,OUT013,2486.16
DRK37,OUT049,3822.22
FDK22,OUT013,2745.96
DRG37,OUT027,5786.2
FDK22,OUT017,3092.44
DRH36,OUT018,727.986
DRC36,OUT018,3189.32
DRE03,OUT027,965.477
FDF34,OUT046,2318.38
FDZ22,OUT046,1219.55
FDC44,OUT010,309.73
FDN31,OUT027,5898.06
FDO03,OUT017,4825.25
FDA01,OUT049,864.541
NCH42,OUT049,4878.32
FDF46,OUT018,1723.82
DRL35,OUT046,828.854
FDW46,OUT049,1248.18
FDB58,OUT046,1528.74
FDD47,OUT018,2307.06
NCO17,OUT045,1439.59
FDJ26,OUT017,4210.32
FDU37,OUT045,1531.47
